C:\Data\IMG\center_2024_07_22_00_30_13_983.jpg, C:\Data\IMG\left_2024_07_22_00_30_13_983.jpg, C:\Data\IMG\right_2024_07_22_00_30_13_983.jpg, 0, 0, 0, 7.93931E-05
C:\Data\IMG\center_2024_07_22_00_30_14_087.jpg, C:\Data\IMG\left_2024_07_22_00_30_14_087.jpg, C:\Data\IMG\right_2024_07_22_00_30_14_087.jpg, 0, 0, 0, 7.818997E-05
C:\Data\IMG\center_2024_07_22_00_30_14_189.jpg, C:\Data\IMG\left_2024_07_22_00_30_14_189.jpg, C:\Data\IMG\right_2024_07_22_00_30_14_189.jpg, 0, 0, 0, 8.070693E-05
C:\Data\IMG\center_2024_07_22_00_30_14_291.jpg, C:\Data\IMG\left_2024_07_22_00_30_14_291.jpg, C:\Data\IMG\right_2024_07_22_00_30_14_291.jpg, 0, 0, 0, 7.901547E-05
C:\Data\IMG\center_2024_07_22_00_30_14_392.jpg, C:\Data\IMG\left_2024_07_22_00_30_14_392.jpg, C:\Data\IMG\right_2024_07_22_00_30_14_392.jpg, 0, 0, 0, 7.82705E-05
C:\Data\IMG\center_2024_07_22_00_30_14_496.jpg, C:\Data\IMG\left_2024_07_22_00_30_14_496.jpg, C:\Data\IMG\right_2024_07_22_00_30_14_496.jpg, 0, 0, 0, 8.132946E-05
C:\Data\IMG\center_2024_07_22_00_30_14_597.jpg, C:\Data\IMG\left_2024_07_22_00_30_14_597.jpg, C:\Data\IMG\right_2024_07_22_00_30_14_597.jpg, 0, 0, 0, 7.945559E-05
C:\Data\IMG\center_2024_07_22_00_30_14_700.jpg, C:\Data\IMG\left_2024_07_22_00_30_14_700.jpg, C:\Data\IMG\right_2024_07_22_00_30_14_700.jpg, 0, 0, 0, 7.824332E-05
C:\Data\IMG\center_2024_07_22_00_30_14_801.jpg, C:\Data\IMG\left_2024_07_22_00_30_14_801.jpg, C:\Data\IMG\right_2024_07_22_00_30_14_801.jpg, 0, 0.1269048, 0, 0.007061804
C:\Data\IMG\center_2024_07_22_00_30_14_902.jpg, C:\Data\IMG\left_2024_07_22_00_30_14_902.jpg, C:\Data\IMG\right_2024_07_22_00_30_14_902.jpg, 0, 0.4330017, 0, 0.4181883
C:\Data\IMG\center_2024_07_22_00_30_15_006.jpg, C:\Data\IMG\left_2024_07_22_00_30_15_006.jpg, C:\Data\IMG\right_2024_07_22_00_30_15_006.jpg, 0, 0.7934534, 0, 1.323933
C:\Data\IMG\center_2024_07_22_00_30_15_108.jpg, C:\Data\IMG\left_2024_07_22_00_30_15_108.jpg, C:\Data\IMG\right_2024_07_22_00_30_15_108.jpg, 0, 1, 0, 2.486209
C:\Data\IMG\center_2024_07_22_00_30_15_210.jpg, C:\Data\IMG\left_2024_07_22_00_30_15_210.jpg, C:\Data\IMG\right_2024_07_22_00_30_15_210.jpg, -0.11433, 1, 0, 3.664294
C:\Data\IMG\center_2024_07_22_00_30_15_313.jpg, C:\Data\IMG\left_2024_07_22_00_30_15_313.jpg, C:\Data\IMG\right_2024_07_22_00_30_15_313.jpg, -0.409169, 1, 0, 4.812181
C:\Data\IMG\center_2024_07_22_00_30_15_414.jpg, C:\Data\IMG\left_2024_07_22_00_30_15_414.jpg, C:\Data\IMG\right_2024_07_22_00_30_15_414.jpg, -0.2713484, 1, 0, 5.958654
C:\Data\IMG\center_2024_07_22_00_30_15_516.jpg, C:\Data\IMG\left_2024_07_22_00_30_15_516.jpg, C:\Data\IMG\right_2024_07_22_00_30_15_516.jpg, 0, 1, 0, 7.101502
C:\Data\IMG\center_2024_07_22_00_30_15_617.jpg, C:\Data\IMG\left_2024_07_22_00_30_15_617.jpg, C:\Data\IMG\right_2024_07_22_00_30_15_617.jpg, 0, 1, 0, 8.235652
C:\Data\IMG\center_2024_07_22_00_30_15_722.jpg, C:\Data\IMG\left_2024_07_22_00_30_15_722.jpg, C:\Data\IMG\right_2024_07_22_00_30_15_722.jpg, -0.1268391, 1, 0, 9.356826
C:\Data\IMG\center_2024_07_22_00_30_15_824.jpg, C:\Data\IMG\left_2024_07_22_00_30_15_824.jpg, C:\Data\IMG\right_2024_07_22_00_30_15_824.jpg, -0.4350084, 1, 0, 10.62568
C:\Data\IMG\center_2024_07_22_00_30_15_929.jpg, C:\Data\IMG\left_2024_07_22_00_30_15_929.jpg, C:\Data\IMG\right_2024_07_22_00_30_15_929.jpg, -0.1370019, 1, 0, 11.56078
C:\Data\IMG\center_2024_07_22_00_30_16_031.jpg, C:\Data\IMG\left_2024_07_22_00_30_16_031.jpg, C:\Data\IMG\right_2024_07_22_00_30_16_031.jpg, 0, 1, 0, 12.92048
C:\Data\IMG\center_2024_07_22_00_30_16_132.jpg, C:\Data\IMG\left_2024_07_22_00_30_16_132.jpg, C:\Data\IMG\right_2024_07_22_00_30_16_132.jpg, -0.0133203, 1, 0, 13.81436
C:\Data\IMG\center_2024_07_22_00_30_16_232.jpg, C:\Data\IMG\left_2024_07_22_00_30_16_232.jpg, C:\Data\IMG\right_2024_07_22_00_30_16_232.jpg, -0.313668, 1, 0, 14.934
C:\Data\IMG\center_2024_07_22_00_30_16_335.jpg, C:\Data\IMG\left_2024_07_22_00_30_16_335.jpg, C:\Data\IMG\right_2024_07_22_00_30_16_335.jpg, -0.03312455, 1, 0, 15.92771
C:\Data\IMG\center_2024_07_22_00_30_16_435.jpg, C:\Data\IMG\left_2024_07_22_00_30_16_435.jpg, C:\Data\IMG\right_2024_07_22_00_30_16_435.jpg, 0, 1, 0, 17.02718
C:\Data\IMG\center_2024_07_22_00_30_16_536.jpg, C:\Data\IMG\left_2024_07_22_00_30_16_536.jpg, C:\Data\IMG\right_2024_07_22_00_30_16_536.jpg, -0.0267432, 1, 0, 18.04163
C:\Data\IMG\center_2024_07_22_00_30_16_639.jpg, C:\Data\IMG\left_2024_07_22_00_30_16_639.jpg, C:\Data\IMG\right_2024_07_22_00_30_16_639.jpg, -0.3357616, 1, 0, 19.03878
C:\Data\IMG\center_2024_07_22_00_30_16_740.jpg, C:\Data\IMG\left_2024_07_22_00_30_16_740.jpg, C:\Data\IMG\right_2024_07_22_00_30_16_740.jpg, -0.6376228, 1, 0, 19.87442
C:\Data\IMG\center_2024_07_22_00_30_16_841.jpg, C:\Data\IMG\left_2024_07_22_00_30_16_841.jpg, C:\Data\IMG\right_2024_07_22_00_30_16_841.jpg, -0.6200439, 1, 0, 20.67104
C:\Data\IMG\center_2024_07_22_00_30_16_942.jpg, C:\Data\IMG\left_2024_07_22_00_30_16_942.jpg, C:\Data\IMG\right_2024_07_22_00_30_16_942.jpg, -0.316945, 1, 0, 21.73708
C:\Data\IMG\center_2024_07_22_00_30_17_047.jpg, C:\Data\IMG\left_2024_07_22_00_30_17_047.jpg, C:\Data\IMG\right_2024_07_22_00_30_17_047.jpg, 0, 1, 0, 22.90432
C:\Data\IMG\center_2024_07_22_00_30_17_150.jpg, C:\Data\IMG\left_2024_07_22_00_30_17_150.jpg, C:\Data\IMG\right_2024_07_22_00_30_17_150.jpg, 0, 1, 0, 23.84639
C:\Data\IMG\center_2024_07_22_00_30_17_249.jpg, C:\Data\IMG\left_2024_07_22_00_30_17_249.jpg, C:\Data\IMG\right_2024_07_22_00_30_17_249.jpg, 0, 1, 0, 24.82337
